
         10692900 function calls (9261265 primitive calls) in 55.373 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:18(PyxlsbReader)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranges.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
        2    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:152(__calc_timezone)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        2    0.000    0.000    0.001    0.001 _strptime.py:173(__init__)
       10    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
       12    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
      100    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
        6    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
        4    0.000    0.000    0.000    0.000 _strptime.py:26(_getlang)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        2    0.000    0.000    0.001    0.000 _strptime.py:49(__init__)
        2    0.000    0.000    0.000    0.000 _strptime.py:80(__calc_weekday)
        2    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        2    0.000    0.000    0.000    0.000 _strptime.py:95(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 _table_schema.py:1(<module>)
      720    0.002    0.000    0.004    0.000 _tensor.py:237(_typed_storage)
     1102    0.009    0.000    0.022    0.000 _tensor.py:788(split)
      550    0.002    0.000    0.147    0.000 _tensor.py:805(unique)
      991    0.004    0.000    0.037    0.000 _tensor.py:868(__format__)
     1100    0.004    0.000    0.011    0.000 _tensor.py:904(__len__)
     3525    0.012    0.000    0.056    0.000 _tensor.py:920(__iter__)
   456672    0.079    0.000    0.122    0.000 _tensor.py:942(__hash__)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
     1868    0.004    0.000    0.007    0.000 _trace.py:1101(is_tracing)
        1    0.000    0.000    0.009    0.009 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typing.py:200(BaseBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:220(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:226(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:236(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:241(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _typing.py:246(ReadCsvBuffer)
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tzpath.py:170(InvalidTZPathWarning)
        1    0.000    0.000    0.000    0.000 _tzpath.py:31(_parse_python_tzpath)
        1    0.000    0.000    0.000    0.000 _tzpath.py:5(reset_tzpath)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _util.py:32(register_writer)
      720    0.001    0.000    0.076    0.000 _utils.py:145(_rebuild_tensor)
      720    0.001    0.000    0.077    0.000 _utils.py:166(_rebuild_tensor_v2)
        2    0.000    0.000    0.000    0.000 _utils.py:193(_validate_loaded_sparse_tensors)
      368    0.001    0.000    0.002    0.000 _utils.py:350(_rebuild_parameter)
     3300    0.003    0.000    0.045    0.000 _utils.py:647(_get_available_device_type)
     3300    0.006    0.000    0.065    0.000 _utils.py:656(_get_device_attr)
     3300    0.004    0.000    0.069    0.000 _utils.py:666(_get_current_device_index)
     3300    0.002    0.000    0.014    0.000 _utils.py:668(<lambda>)
    10778    0.015    0.000    0.087    0.000 _utils.py:692(_get_device_index)
     5938    0.014    0.000    0.094    0.000 _utils.py:7(_get_device_index)
     3739    0.008    0.000    0.024    0.000 _utils.py:738(_handle_complex)
      720    0.001    0.000    0.001    0.000 _utils.py:751(_element_size)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
      593    0.000    0.000    0.000    0.000 _virtualenv.py:53(find_spec)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:19(XlrdReader)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:175(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:19(_XlsxStyler)
       77    0.000    0.000    0.003    0.000 abc.py:105(__new__)
        6    0.000    0.000    0.000    0.000 abc.py:110(register)
     7498    0.003    0.000    0.011    0.000 abc.py:117(__instancecheck__)
    53/11    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
      114    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        3    0.000    0.000    0.007    0.002 accessor.py:1(<module>)
       34    0.000    0.000    0.000    0.000 accessor.py:110(_create_delegator_method)
       52    0.000    0.000    0.000    0.000 accessor.py:118(_forbid_nonstring_types)
       11    0.000    0.000    0.000    0.000 accessor.py:136(delegate_names)
        9    0.000    0.000    0.000    0.000 accessor.py:137(_map_and_wrap)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        1    0.000    0.000    0.003    0.003 accessor.py:147(StringMethods)
       11    0.000    0.000    0.000    0.000 accessor.py:176(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 accessor.py:196(CachedAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:216(__init__)
        2    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        1    0.000    0.000    0.000    0.000 accessor.py:226(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:26(BaseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:37(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
       11    0.000    0.000    0.000    0.000 accessor.py:63(_add_delegate_accessors)
       52    0.000    0.000    0.000    0.000 accessor.py:68(forbid_nonstring_types)
       81    0.000    0.000    0.000    0.000 accessor.py:94(_create_delegator_property)
        1    0.000    0.000    0.001    0.001 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:147(ArrowTemporalProperties)
       47    0.000    0.000    0.000    0.000 accessors.py:151(<lambda>)
       16    0.000    0.000    0.000    0.000 accessors.py:158(<lambda>)
        1    0.000    0.000    0.000    0.000 accessors.py:232(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:371(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:478(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:49(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:545(CombinedDatetimelikeProperties)
    34595    0.038    0.000    0.891    0.000 activation.py:102(forward)
    31464    0.034    0.000    0.652    0.000 activation.py:395(forward)
      114    0.000    0.000    0.000    0.000 activation.py:398(extra_repr)
        1    0.000    0.000    0.008    0.008 algorithms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:67(_filter_special_cases)
        8    0.000    0.000    0.252    0.031 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 api.py:367(default_index)
        1    0.000    0.000    0.000    0.000 apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply.py:100(Apply)
        1    0.000    0.000    0.000    0.000 apply.py:1092(GroupByApply)
        1    0.000    0.000    0.000    0.000 apply.py:1118(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 apply.py:583(NDFrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:600(FrameApply)
        1    0.000    0.000    0.000    0.000 apply.py:854(FrameRowApply)
        1    0.000    0.000    0.000    0.000 apply.py:911(FrameColumnApply)
        1    0.000    0.000    0.000    0.000 apply.py:987(SeriesApply)
        2    0.000    0.000    0.023    0.011 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:184(ArrowExtensionArray)
        1    0.000    0.000    0.000    0.000 array.py:292(SparseArray)
        1    0.000    0.000    0.001    0.001 array_manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1147(SingleArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:1317(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 array_manager.py:695(ArrayManager)
        1    0.000    0.000    0.000    0.000 array_manager.py:99(BaseArrayManager)
        1    0.000    0.000    0.006    0.006 array_ops.py:1(<module>)
       14    0.000    0.000    0.000    0.000 array_ops.py:408(get_array_op)
        1    0.000    0.000    0.010    0.010 arraylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
      488    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
      488    0.000    0.000    0.000    0.000 arraysetops.py:133(_unique_dispatcher)
      488    0.001    0.000    0.008    0.000 arraysetops.py:138(unique)
      488    0.005    0.000    0.007    0.000 arraysetops.py:323(_unique1d)
     1318    0.000    0.000    0.000    0.000 arraysetops.py:519(_in1d_dispatcher)
     1318    0.072    0.000    0.186    0.000 arraysetops.py:524(in1d)
     3954    0.003    0.000    0.003    0.000 arraysetops.py:630(<genexpr>)
     1318    0.001    0.000    0.001    0.000 arraysetops.py:761(_isin_dispatcher)
     1318    0.004    0.000    0.197    0.000 arraysetops.py:766(isin)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrow_parser_wrapper.py:15(ArrowParserWrapper)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
      550    0.001    0.000    0.001    0.000 augment.py:648(__init__)
      550    0.045    0.000    0.854    0.002 augment.py:657(__call__)
        2    0.000    0.000    0.000    0.000 autobackend.py:22(check_class_names)
        2    0.000    0.000    0.000    0.000 autobackend.py:32(<dictcomp>)
      552    0.006    0.000    5.748    0.010 autobackend.py:328(forward)
      552    0.002    0.000    0.003    0.000 autobackend.py:450(<listcomp>)
     1104    0.001    0.000    0.001    0.000 autobackend.py:454(from_numpy)
        2    0.000    0.000    0.218    0.109 autobackend.py:466(warmup)
        2    0.000    0.000    0.337    0.169 autobackend.py:489(_model_type)
        2    0.000    0.000    0.000    0.000 autobackend.py:504(<listcomp>)
        2    0.000    0.000    0.612    0.306 autobackend.py:71(__init__)
        7    0.000    0.000    0.018    0.003 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:10(OutputKey)
        1    0.000    0.000    0.000    0.000 base.py:100(PandasObject)
        1    0.000    0.000    0.000    0.000 base.py:102(ExtensionArray)
      550    0.000    0.000    0.000    0.000 base.py:106(on_predict_start)
      550    0.000    0.000    0.000    0.000 base.py:111(on_predict_batch_start)
      550    0.000    0.000    0.000    0.000 base.py:116(on_predict_batch_end)
      550    0.000    0.000    0.000    0.000 base.py:121(on_predict_postprocess_end)
      550    0.000    0.000    0.000    0.000 base.py:126(on_predict_end)
        1    0.000    0.000    0.000    0.000 base.py:147(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:157(SingleDataManager)
        1    0.000    0.000    0.000    0.000 base.py:1689(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 base.py:1697(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:1760(ExtensionScalarOpsMixin)
        2    0.000    0.000    0.001    0.000 base.py:179(get_default_callbacks)
        1    0.000    0.000    0.000    0.000 base.py:181(SelectionMixin)
        2    0.000    0.000    0.001    0.000 base.py:189(add_integration_callbacks)
        1    0.000    0.000    0.000    0.000 base.py:19(BaseStringArrayMethods)
        2    0.000    0.000    0.000    0.000 base.py:2205(is_unique)
        1    0.000    0.000    0.000    0.000 base.py:244(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 base.py:269(IndexOpsMixin)
        1    0.000    0.000    0.001    0.001 base.py:303(Index)
        2    0.000    0.000    0.000    0.000 base.py:3625(get_loc)
        1    0.000    0.000    0.000    0.000 base.py:37(DataManager)
        1    0.000    0.000    0.000    0.000 base.py:39(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:394(StorageExtensionDtype)
       18    0.000    0.000    0.000    0.000 base.py:423(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 base.py:446(Registry)
        2    0.000    0.000    0.000    0.000 base.py:450(_engine_type)
        4    0.000    0.000    0.000    0.000 base.py:46(__len__)
        1    0.000    0.000    0.000    0.000 base.py:462(__init__)
       18    0.000    0.000    0.000    0.000 base.py:465(register)
        2    0.000    0.000    0.000    0.000 base.py:469(__new__)
        4    0.000    0.000    0.000    0.000 base.py:4937(_values)
       18    0.000    0.000    0.000    0.000 base.py:494(find)
        2    0.000    0.000    0.000    0.000 base.py:4963(_get_engine_target)
        4    0.000    0.000    0.000    0.000 base.py:5109(__contains__)
        4    0.000    0.000    0.000    0.000 base.py:5159(__getitem__)
        2    0.000    0.000    0.000    0.000 base.py:5212(_can_hold_identifiers_and_holds_name)
        2    0.000    0.000    0.000    0.000 base.py:54(shape)
        6    0.000    0.000    0.000    0.000 base.py:56(<genexpr>)
        2    0.000    0.000    0.000    0.000 base.py:565(_ensure_array)
        2    0.000    0.000    0.000    0.000 base.py:583(_dtype_to_subclass)
        2    0.000    0.000    0.000    0.000 base.py:6354(_maybe_cast_indexer)
